116,1725,345,335038420,0
117,1715,10,238768477,0
118,1615,100,308762626,0
119,1600,15,191867662,0
120,1515,85,102179202,0
121,1395,120,176996057,0
122,1365,30,51054023,0
123,1540,175,93826225,1
124,1450,90,77716606,0
125,1270,180,76074108,0
126,1260,10,101882447,0
127,1040,220,101967406,0
128,956,84,478265553,0
129,982,26,313834422,1
130,891,91,139107715,0
131,773,118,111163948,0
132,848,75,243053101,1
133,789,59,132551422,0
134,898,109,154921812,1
135,1050,152,366358277,1
136,1190,140,856656523,1
137,1105,85,537543914,0
138,1190,85,332550652,1
139,1140,50,132337670,0
140,1240,100,162289438,1
141,1250,10,132731328,1
142,1250,0,46595455,0
143,1310,60,148561813,1
144,1225,85,114006387,0
145,1260,35,51395060,1
146,1235,25,76359516,0
147,1160,75,69398702,0
148,1055,105,80711265,0
149,1120,65,94646952,1
150,1070,50,47756242,0
151,1055,15,35072290,0
152,1060,5,48120568,1
153,1045,15,22802318,0
154,1015,30,23967563,0
155,1020,5,49779968,1
156,1005,15,21721679,0
157,1000,5,24832723,0
158,1095,95,55595639,1
159,1045,50,152592018,0
160,1010,35,74440041,0
161,958,52,81721929,0
162,906,52,48059833,0
163,925,19,113357055,1
164,869,56,44571945,0
165,896,27,52847326,1
166,875,21,38942306,0
167,863,12,21262825,0
168,764,99,43248438,0
169,753,11,145885121,0
170,745,8,55493488,0
171,689,56,29629294,0
172,711,22,96805074,1
173,813,102,173157176,1
174,772,41,138571804,0
175,756,16,82937640,0
176,733,23,55117063,0
177,708,25,65203495,0
178,703,5,71904721,0
179,710,7,24574414,1
180,655,55,37712779,0
181,631,24,36386737,0
182,629,2,24174526,0
183,559,70,50804869,0
184,554,5,63353153,0
185,556,2,37034384,1
186,526,30,41310084,0
187,540,14,47963419,1
188,600,60,137148277,1
189,542,58,63537249,0
190,534,8,65019651,0
191,520,14,24434453,0
192,529,9,25832890,1
193,540,11,17154421,1
194,533,7,30968176,0
195,531,2,13995915,0
196,574,43,54880459,1
197,657,83,276522681,1
198,681,24,202032728,1
199,665,16,83929446,0
200,714,49,94450720,1
201,712,2,74737170,0
202,702,10,66727471,0
203,755,53,91206291,1
204,848,93,111971377,1
205,995,147,417477998,1
206,942,53,213233234,0
207,940,2,130405205,0
208,954,14,79631187,1
209,1000,46,254196099,1
210,876,124,220134855,0
211,925,49,119592712,1
212,887,38,71384630,0
213,927,40,113320217,1
214,938,11,169917337,1
215,910,28,82401024,0
216,910,0,83967899,0
217,931,21,58529831,1
218,966,35,85623104,1
219,974,8,128795524,1
220,989,15,80971137,1
221,957,32,65568980,0
222,921,36,47781634,0
223,898,23,35188655,0
224,888,10,49201671,0
225,828,60,32752312,0
226,745,83,94325145,0
227,766,21,49292951,1
228,823,57,45822669,1
229,821,2,46035162,0
230,775,46,25255603,0
231,787,12,28893934,1
232,744,43,21352566,0
233,752,8,15572805,1
234,746,6,9877136,0
235,769,23,13973581,1
236,753,16,14865487,0
237,715,38,11417594,0
238,667,48,25378492,0
239,697,30,26332016,1
240,674,23,15440456,0
241,676,2,8501293,1
242,671,5,7242092,0
243,608,63,16900782,0
244,668,60,27130292,1
245,668,0,22595619,0
246,677,9,19115588,1
247,683,6,14176569,1
248,702,19,14327310,1
249,752,50,18319330,1
250,723,29,37154490,0
251,738,15,26281953,1
252,736,2,13508177,0
253,737,1,11698052,1
254,735,2,8142332,0
255,722,13,6170867,0
256,651,71,28859515,0
257,665,14,20947760,1
258,625,40,20655810,0
259,592,33,20316172,0
260,618,26,29923915,1
261,597,21,15423807,0
262,595,2,12742402,0
263,589,6,6893352,0
264,598,9,13130391,1
265,614,16,13468423,1
266,602,12,21631567,0
267,600,2,9481719,0
268,555,45,21280044,0
269,557,2,10848527,1
270,539,18,24434488,0
271,540,1,14675267,1
272,515,25,8111421,0
273,530,15,10543009,1
274,507,23,8705155,0
275,509,2,20884309,1
276,524,15,25862581,1
277,515,9,15362746,0
278,540,25,24582935,1
279,542,2,32391716,1
280,546,4,25739603,1
281,538,8,16887956,0
282,539,1,13481528,1
283,542,3,5386625,1
284,536,6,8417617,0
285,530,6,7519096,0
286,503,27,14225582,0
287,508,5,10521595,1
288,499,9,10641042,0
289,498,1,11135911,0
290,499,1,6403426,1
291,504,5,8273331,1
292,533,29,20532341,1
293,558,25,21052491,1
294,550,8,32233217,0
295,539,11,16609406,0
296,506,33,23612251,0
297,514,8,11665564,1
298,506,8,9897103,0
299,505,1,15006853,0
300,516,11,29251713,1
301,514,2,30534338,0
302,507,7,14897034,0
303,507,0,16646010,0
304,512,5,6011842,1
305,510,2,4920877,0
306,506,4,10658174,0
307,495,11,14024916,0
308,512,17,41772309,1
309,498,14,15517242,0
310,505,7,23506579,1
311,494,11,11645088,0
312,498,4,11998675,1
313,475,23,17805922,0
314,437,38,30542913,0
315,387,50,45812645,0
316,398,11,49161836,1
317,375,23,25614474,0
318,351,24,39686507,0
319,347,4,16343628,0
320,325,22,26332800,0
321,319,6,44478223,0
322,328,9,39918695,1
323,339,11,25331772,1
324,419,80,63429540,1
325,380,39,74479663,0
326,393,13,53655474,1
327,366,27,46731915,0
328,376,10,29794627,1
329,365,11,44918204,0
330,372,7,30579024,1
331,370,2,31420618,0
332,369,1,18466872,0
333,364,5,16999158,0
334,378,14,25132657,1
335,389,11,35342181,1
336,383,6,37560740,0
337,377,6,29025955,0
338,375,2,19292441,0
339,386,11,26496266,1
340,380,6,22852622,0
341,374,6,15011754,0
342,372,2,27292545,0
343,321,51,54322577,0
344,348,27,54801931,1
345,332,16,28432367,0
346,322,10,18380790,0
347,319,3,19928640,0
348,311,8,23664482,0
349,303,8,22338639,0
350,307,4,23851510,1
351,317,10,31598266,1
352,314,3,21101809,0
353,317,3,12575867,1
354,318,1,11392492,1
355,311,7,17631117,0
356,365,54,150945020,1
357,371,6,81101860,1
358,506,135,267162318,1
359,628,122,880294889,1
360,641,13,622448870,1
361,640,1,203899685,0
362,555,85,190231685,0
363,595,40,345118162,1
364,579,16,395326144,0
365,605,26,160139902,1
366,603,2,117470909,0
367,634,31,220253268,1
368,651,17,287204151,1
369,644,7,283074688,0
370,585,59,105057568,0
371,600,15,136955175,1
372,600,0,78853857,0
373,590,10,57959991,0
374,554,36,80354835,0
375,547,7,59616063,0
376,557,10,62619409,1
377,546,11,32282255,0
378,525,21,53396573,0
379,441,84,153343294,0
380,480,39,189877447,1
381,480,0,37890861,0
382,464,16,33708926,0
383,506,42,244301648,1
384,526,20,90477371,1
385,526,0,71701673,0
386,520,6,50236675,0
387,515,5,36692382,0
388,519,4,25437834,1
389,516,3,16601895,0
390,512,4,24020019,0
391,521,9,52394261,1
392,515,6,29569915,0
393,516,1,20435016,1
394,517,1,17395019,1
395,515,2,9512961,0
396,518,3,8496678,1
397,497,21,37909892,0
398,504,7,17356544,1
399,510,6,20946736,1
400,516,6,11821618,1
401,517,1,19622832,1
402,512,5,12856636,0
403,523,11,43209612,1
404,557,34,97985455,1
405,615,58,305864346,1
406,599,16,88577654,0
407,559,40,92932447,0
408,569,10,64119492,1
409,573,4,24522866,1
410,573,0,23570042,0
411,590,17,57859951,1
412,581,9,44389753,0
413,555,26,154998121,0
414,555,0,199033115,0
415,545,10,70971194,0
416,565,20,57695451,1
417,585,20,111036220,1
418,552,33,247634739,0
419,503,49,363186239,0
420,513,10,165570458,1
421,485,28,55531051,0
422,470,15,135874431,0
423,434,36,91110906,0
424,431,3,334004063,0
425,411,20,228643406,0
426,412,1,100116300,1
427,440,28,148576029,1
428,429,11,98843919,0
429,411,18,69311539,0
430,419,8,49600588,1
431,417,2,38802821,0
432,394,23,49483780,0
433,398,4,74180907,1
434,383,15,42750133,0
435,350,33,83568029,0
436,342,8,104919854,0
437,345,3,72102792,1
438,351,6,65386849,1
439,339,12,41067472,0
440,339,0,51752413,0
441,344,5,36947460,1
442,337,7,26984018,0
443,325,12,31210387,0
444,320,5,21085526,0
445,323,3,30997904,1
446,365,42,102776465,1
447,391,26,166530523,1
448,388,3,310853955,0
449,418,30,294844583,1
450,400,18,215914783,0
451,404,4,71077813,1
452,414,10,115845377,1
453,454,40,640291953,1
454,426,28,341043354,0
455,424,2,176637949,0
456,386,38,103338366,0
457,419,33,232635470,1
458,403,16,144733135,0
459,411,8,82160400,1
460,396,15,69444555,0
461,407,11,60959741,1
462,416,9,86523283,1
463,401,15,56615272,0
464,401,0,47206633,0
465,397,4,39210237,0
466,408,11,54990214,1
467,407,1,90482944,0
468,408,1,61642843,1
469,410,2,54606059,1
470,370,40,228668386,0
471,372,2,78234138,1
472,372,0,37116776,0
473,354,18,58599889,0
474,373,19,77628946,1
475,365,8,50909489,0
476,368,3,43823141,1
477,366,2,38870927,0
478,361,5,30667385,0
479,367,6,45791846,1
480,356,11,42005296,0
481,357,1,29108626,1
482,358,1,45763652,1
483,353,5,23740077,0
484,352,1,20852456,0
485,348,4,27446538,0
486,348,0,20613165,0
487,341,7,23529244,0
488,325,16,67288598,0
489,319,6,36604547,0
490,354,35,179706635,1
491,340,14,218244888,0
492,338,2,86653944,0
493,342,4,43082121,1
494,333,9,36504384,0
495,331,2,38643796,0
496,332,1,39343994,1
497,322,10,46547379,0
498,324,2,33811358,1
499,342,18,101338017,1
500,341,1,48963609,0
501,338,3,52411068,0
502,332,6,33044375,0
503,335,3,37970446,1
504,335,0,45571134,0
505,335,0,23877560,0
506,334,1,46295027,0
507,332,2,38277321,0
508,333,1,63419118,1
509,349,16,137662371,1
510,351,2,260310875,1
511,360,9,90070112,1
512,352,8,62606872,0
513,352,0,32406439,0
514,361,9,50031814,1
515,332,29,180128638,0
516,363,31,162602123,1
517,352,11,123365452,0
518,347,5,63441613,0
519,350,3,52507959,1
520,351,1,49700139,1
521,349,2,24693194,0
522,346,3,18010858,0
523,338,8,39100797,0
524,347,9,39837032,1
525,349,2,44413542,1
526,347,2,29996244,0
527,342,5,38483138,0
528,346,4,68053024,1
529,346,0,57165065,0
530,347,1,63212213,1
531,345,2,45913686,0
532,350,5,143144875,1
533,348,2,70023414,0
534,350,2,40044500,1
535,353,3,65825821,1
536,350,3,24307044,0
537,351,1,51612222,1
538,352,1,45237335,1
539,356,4,92432936,1
540,350,6,94566398,0
541,350,0,55949706,0
542,351,1,42162908,1
543,350,1,30180866,0
544,345,5,49333510,0
545,345,0,47199040,0
546,348,3,48841411,1
547,346,2,35567307,0
548,347,1,77154448,1
549,352,5,128689410,1
550,350,2,39869345,0
551,355,5,61940120,1
552,390,35,308080040,1
553,388,2,352343311,0
554,375,13,154576532,0
555,412,37,393414895,1
556,405,7,122123985,0
557,413,8,111506052,1
558,414,1,128272859,1
559,405,9,59862728,0
560,411,6,77430009,1
561,382,29,175732186,0
562,377,5,113454469,0
563,378,1,82536753,1
564,381,3,53984269,1
565,371,10,80435170,0
566,376,5,62104787,1
567,386,10,134409086,1
568,387,1,104206090,1
569,381,6,51941832,0
570,379,2,33482674,0
571,373,6,54334414,0
572,376,3,79158821,1
573,374,2,63682574,0
574,355,19,151359480,0
575,341,14,117170574,0
576,351,10,91026119,1
577,345,6,38196839,0
578,346,1,30126333,1
579,338,8,60410304,0
580,355,17,106119793,1
581,349,6,45593901,0
582,349,0,31940899,0
583,353,4,82524371,1
584,350,3,75059796,0
585,348,2,25647725,0
586,349,1,43133375,1
587,344,5,57432025,0
588,347,3,34591443,1
589,346,1,42322205,0
590,351,5,59971473,1
591,375,24,298291991,1
592,363,12,237871868,0
593,382,19,283696993,1
594,484,102,1446376672,1
595,538,54,966524894,1
596,504,34,878401969,0
597,468,36,718094685,0
598,451,17,267143432,0
599,497,46,455665030,1
600,479,18,289531335,0
601,475,4,212070072,0
602,453,22,237141366,0
603,457,4,188034864,1
604,460,3,162479167,1
605,460,0,76855478,0
606,484,24,161454446,1
607,513,29,479938702,1
608,531,18,411205150,1
609,528,3,296235869,0
610,510,18,485365530,0
611,531,21,233464145,1
612,519,12,114973324,0
613,534,15,109179640,1
614,513,21,374962538,0
615,491,22,328083603,0
616,493,2,192901954,1
617,510,17,237478487,1
618,511,1,153614500,1
619,502,9,73845249,0
620,478,24,133634697,0
621,488,10,125994544,1
622,477,11,78018680,0
623,484,7,81373023,1
624,483,1,82307564,0
625,487,4,68724629,1
626,488,1,75184518,1
627,511,23,192526193,1
628,531,20,179926679,1
629,512,19,157905605,0
630,519,7,66372177,1
631,512,7,95753197,0
632,524,12,126110360,1
633,551,27,439438548,1
634,547,4,154593142,0
635,552,5,121655307,1
636,553,1,144949481,1
637,566,13,475019891,1
638,508,58,380697306,0
639,525,17,181375810,1
640,522,3,123782261,0
641,495,27,101449725,0
642,499,4,179641373,1
643,486,13,166747082,0
644,490,4,106445721,1
645,469,21,79052472,0
646,460,9,74881711,0
647,471,11,117700230,1
648,474,3,65348310,1
649,478,4,88093452,1
650,469,9,80015536,0
651,435,34,164517744,0
652,399,36,188643935,0
653,415,16,191498330,1
654,405,10,71721966,0
655,371,34,125814137,0
656,381,10,198157613,1
657,358,23,137623023,0
658,374,16,169717343,1
659,381,7,184931430,1
660,381,0,79696501,0
661,397,16,103919194,1
662,392,5,58136766,0
663,383,9,59491744,0
664,370,13,61807067,0
665,376,6,75001955,1
666,373,3,52941543,0
667,384,11,52202642,1
668,370,14,55175316,0
669,370,0,28996140,0
670,368,2,31334834,0
671,377,9,53542082,1
672,380,3,45979558,1
673,374,6,30332112,0
674,371,3,35001621,0
675,374,3,32052215,1
676,377,3,46354959,1
677,386,9,108520175,1
678,374,12,70169795,0
679,370,4,48868009,0
680,367,3,38934309,0
681,356,11,47950474,0
682,362,6,45883898,1
683,364,2,29685634,1
684,361,3,19965273,0
685,359,2,28008264,0
686,319,40,132373676,0
687,323,4,110725167,1
688,318,5,57813582,0
689,323,5,40406943,1
690,343,20,98279995,1
691,340,3,64828496,0
692,331,9,42983439,0
693,322,9,59111010,0
694,327,5,74437171,1
695,332,5,47879759,1
696,328,4,38308764,0
697,325,3,38731530,0
698,324,1,46134132,0
699,324,0,24164757,0
700,311,13,52308648,0
701,311,0,48054647,0
702,310,1,26334797,0
703,312,2,20551989,1
704,310,2,18979605,0
705,314,4,36933730,1
706,315,1,51136216,1
707,310,5,26265616,0
708,307,3,26775117,0
709,301,6,38026696,0
710,310,9,40058905,1
711,311,1,45123688,1
712,309,2,40573735,0
713,309,0,28944135,0
714,306,3,28109409,0
715,303,3,24910192,0
716,304,1,14569990,1
717,310,6,48459379,1
718,307,3,21350485,0
719,308,1,33785789,1
720,338,30,191527418,1
721,371,33,262523313,1
722,357,14,241681195,0
723,348,9,82886945,0
724,344,4,56922311,0
725,328,16,94436596,0
726,319,9,127910318,0
727,281,38,229641985,0
728,294,13,175879968,1
729,292,2,133906322,0
730,292,0,93214487,0
731,292,0,49129026,0
732,289,3,40433170,0
733,308,19,164030782,1
734,299,9,99623354,0
735,304,5,79401087,1
736,298,6,50008416,0
737,303,5,68785227,1
738,303,0,48293667,0
739,306,3,55484344,1
740,328,22,180584143,1
741,330,2,126050552,1
742,334,4,107349735,1
743,322,12,70821857,0
744,318,4,81885159,0
745,323,5,39768033,1
746,329,6,53073015,1
747,351,22,132698687,1
748,343,8,125813500,0
749,338,5,94805946,0
750,357,19,136677054,1
751,349,8,110362971,0
752,346,3,79826163,0
753,348,2,68802602,1
754,344,4,51174843,0
755,343,1,71714430,0
756,323,20,187586870,0
757,325,2,113076903,1
758,346,21,194399108,1
759,341,5,216373580,0
760,343,2,158505894,1
761,343,0,102695717,0
762,349,6,134929340,1
763,344,5,111927093,0
764,345,1,66677899,1
765,342,3,50484744,0
766,343,1,42174728,1
767,341,2,33912161,0
768,345,4,46199116,1
769,348,3,86940622,1
770,357,9,90351434,1
771,338,19,203081599,0
772,321,17,132452190,0
773,326,5,38726409,1
774,325,1,48519159,0
775,319,6,54141071,0
776,317,2,43708441,0
777,317,0,37873940,0
778,312,5,42227244,0
779,305,7,50964782,0
780,306,1,21541854,1
781,306,0,23103497,0
782,294,12,57778457,0
783,297,3,77440405,1
784,293,4,42468509,0
785,287,6,70668722,0
786,276,11,120336727,0
787,278,2,56579220,1
788,262,16,57558083,0
789,256,6,201980866,0
790,259,3,77102795,1
791,262,3,140118152,1
792,262,0,89547990,0
793,268,6,59707628,1
794,265,3,30745340,0
795,262,3,39903704,0
796,259,3,28957025,0
797,260,1,20366003,1
798,253,7,47957986,0
799,260,7,42429451,1
800,263,3,37454116,1
801,266,3,20073359,1
802,267,1,29218580,1
803,264,3,26234676,0
804,260,4,20454609,0
805,259,1,12920520,0
806,256,3,19015861,0
807,258,2,28953127,1
808,252,6,23121532,0
809,253,1,23908655,1
810,242,11,40437691,0
811,218,24,114930159,0
812,228,10,131160385,1
813,222,6,49829711,0
814,228,6,76210259,1
815,225,3,19878591,0
816,230,5,30950665,1
817,223,7,33273664,0
818,224,1,18309831,1
819,221,3,11826788,0
820,222,1,24493687,1
821,220,2,22340893,0
822,224,4,27527503,1
823,226,2,26469900,1
824,223,3,26913532,0
825,223,0,20688468,0
826,223,0,16452746,0
827,216,7,26363603,0
828,223,7,51550601,1
829,222,1,16639242,0
830,223,1,25483790,1
831,251,28,170608930,1
832,245,6,137202408,0
833,234,11,118773278,0
834,233,1,48707464,0
835,240,7,70627863,1
836,238,2,66951005,0
837,242,4,52651917,1
838,239,3,28705722,0
839,258,19,245805489,1
840,257,1,266793521,0
841,256,1,94639709,0
842,268,12,142009024,1
843,276,8,165866035,1
844,268,8,168174150,0
845,266,2,74649637,0
846,271,5,90932765,1
847,271,0,51960531,0
848,262,9,72822064,0
849,258,4,79419873,0
850,256,2,36638665,0
851,267,11,45545040,1
852,264,3,80984986,0
853,271,7,104953140,1
854,271,0,82606718,0
855,276,5,89359691,1
856,275,1,70805515,0
857,278,3,47259897,1
858,289,11,214247734,1
859,294,5,99437681,1
860,309,15,256092751,1
861,320,11,259442193,1
862,327,7,162367830,1
863,328,1,105882126,1
864,324,4,140089769,0
865,330,6,126117971,1
866,321,9,105716417,0
867,325,4,115111050,1
868,347,22,265056430,1
869,378,31,424695927,1
870,384,6,158219617,1
871,357,27,250350330,0
872,344,13,321132680,0
873,338,6,277331133,0
874,347,9,199099552,1
875,327,20,129193052,0
876,326,1,141088836,0
877,326,0,86061930,0
878,327,1,51660843,1
879,335,8,76731130,1
880,326,9,81471200,0
881,307,19,127561298,0
882,281,26,257333748,0
883,288,7,191686260,1
884,287,1,130184015,0
885,278,9,58009787,0
886,276,2,85460684,0
887,287,11,65584027,1
888,280,7,63568975,0
889,281,1,59942260,1
890,286,5,51643641,1
891,291,5,59621380,1
892,283,8,51679494,0
893,251,32,139370746,0
894,257,6,165983689,1
895,257,0,90394423,0
896,250,7,84619982,0
897,179,71,533182680,0
898,206,27,811513755,1
899,192,14,204584969,0
900,197,5,163945038,1
901,180,17,281305437,0
902,187,7,201367020,1
903,184,3,149837749,0
904,204,20,264977507,1
905,196,8,325233846,0
906,198,2,106220674,1
907,187,11,98239576,0
908,197,10,141585044,1
909,201,4,134481961,1
910,200,1,94861641,0
911,216,16,107453646,1
912,213,3,176014374,0
913,216,3,157306934,1
914,199,17,83113780,0
915,209,10,93354463,1
916,211,2,68001855,1
917,212,1,58693621,1
918,214,2,73815436,1
919,217,3,47908697,1
920,219,2,34330628,1
921,217,2,33804590,0
922,238,21,75720804,1
923,232,6,146417965,0
924,241,9,89452707,1
925,239,2,54023744,0
926,229,10,98414303,0
927,232,3,45451050,1
928,233,1,56268606,1
929,229,4,79144785,0
930,228,1,45707191,0
931,221,7,43690269,0
932,230,9,117112363,1
933,228,2,47561324,0
934,235,7,46835682,1
935,231,4,42568821,0
936,224,7,66436297,0
937,225,1,43166218,1
938,228,3,36313119,1
939,233,5,104409165,1
940,235,2,80511565,1
941,236,1,48453791,1
942,240,4,46463120,1
943,241,1,59184417,1
944,261,20,122620859,1
945,272,11,134110686,1
946,257,15,258473985,0
947,265,8,89293671,1
948,271,6,72418168,1
949,269,2,71615347,0
950,267,2,88197229,0
951,265,2,47812459,0
952,262,3,55797104,0
953,264,2,74226914,1
954,265,1,68411838,1
955,263,2,70060967,0
956,242,21,182183629,0
957,235,7,129345586,0
958,239,4,58129393,1
959,245,6,45958823,1
960,246,1,68316059,1
961,241,5,53143761,0
962,241,0,32608750,0
963,241,0,34963647,0
964,247,6,62366748,1
965,247,0,46825209,0
966,245,2,48417688,0
967,237,8,71356437,0
968,244,7,66767123,1
969,242,2,27086019,0
970,235,7,40087333,0
971,238,3,63937052,1
972,235,3,43183869,0
973,240,5,50082346,1
974,243,3,49287325,1
975,240,3,49129951,0
976,247,7,80071594,1
977,245,2,127815504,0
978,250,5,67809129,1
979,246,4,114444769,0
980,247,1,41856826,1
981,247,0,78830898,0
982,245,2,40700600,0
983,245,0,29205243,0
984,245,0,44663201,0
985,244,1,31836344,0
986,241,3,34745085,0
987,241,0,34202048,0
988,226,15,72590745,0
989,232,6,53062370,1
990,231,1,25404182,0
991,229,2,22396990,0
992,232,3,69258842,1
993,230,2,34800375,0
994,234,4,91036775,1
995,230,4,46688385,0
996,228,2,46570914,0
997,228,0,24091256,0
998,224,4,19683233,0
999,227,3,40211095,1
1000,226,1,30132557,0
1001,222,4,58867457,0
1002,219,3,44724089,0
1003,220,1,62927693,1
1004,213,7,39028823,0
1005,213,0,42364806,0
1006,212,1,41642944,0
1007,210,2,34144915,0
1008,212,2,52112630,1
1009,209,3,49179309,0
1010,211,2,39616657,1
1011,212,1,29663540,1
1012,211,1,29089592,0
1013,224,13,91214425,1
1014,219,5,52713431,0
1015,243,24,175839026,1
1016,241,2,156393215,0
1017,237,4,70327574,0
1018,239,2,54789094,1
1019,239,0,41062331,0
1020,237,2,81375162,0
1021,237,0,56739151,0
1022,236,1,35542726,0
1023,233,3,66152451,0
1024,232,1,61704035,0
1025,238,6,45630228,1
1026,237,1,45615003,0
1027,233,4,44416411,0
1028,236,3,54586719,1
1029,241,5,37307810,1
1030,247,6,89382130,1
1031,243,4,57138147,0
1032,253,10,75213680,1
1033,254,1,152296761,1
1034,263,9,160062782,1
1035,270,7,146779209,1
1036,287,17,201049188,1
1037,288,1,136403514,1
1038,307,19,123623918,1
1039,344,37,265852042,1
1040,340,4,918142802,0
1041,367,27,377130464,1
1042,359,8,279545212,0
1043,358,1,150694468,0
1044,358,0,127765440,0
1045,350,8,143940098,0
1046,348,2,88491511,0
1047,340,8,102708395,0
1048,347,7,107014675,1
1049,338,9,190101402,0
1050,335,3,154329381,0
1051,345,10,149550039,1
1052,353,8,177911297,1
1053,351,2,101596362,0
1054,355,4,99285334,1
1055,366,11,286573963,1
1056,355,11,177240846,0
1057,342,13,170176640,0
1058,344,2,93831613,1
1059,334,10,130314865,0
1060,339,5,82562295,1
1061,339,0,54721104,0
1062,341,2,59478621,1
1063,330,11,88224522,0
1064,327,3,62690093,0
1065,314,13,141756221,0
1066,320,6,72661163,1
1067,322,2,59634441,1
1068,331,9,54900891,1
1069,331,0,58946501,0
1070,346,15,129075502,1
1071,329,17,209261884,0
1072,296,33,204764506,0
1073,307,11,248544709,1
1074,288,19,195850512,0
1075,289,1,149000280,1
1076,289,0,125556088,0
1077,284,5,93704106,0
1078,285,1,72456702,1
1079,290,5,94052678,1
1080,289,1,57408141,0
1081,294,5,35447901,1
1082,290,4,79568620,0
1083,292,2,59553637,1
1084,289,3,57729517,0
1085,291,2,71709827,1
1086,296,5,103884743,1
1087,293,3,54898175,0
1088,294,1,34920646,1
1089,288,6,32746973,0
1090,272,16,89905550,0
1091,273,1,58279845,1
1092,259,14,73102533,0
1093,272,13,72701805,1
1094,280,8,80419846,1
1095,282,2,39017055,1
1096,283,1,41536659,1
1097,281,2,48222432,0
1098,283,2,46654705,1
1099,282,1,28133174,0
1100,278,4,36897106,0
1101,275,3,51688485,0
1102,274,1,21406842,0
1103,290,16,69608401,1
1104,291,1,78871484,1
1105,288,3,122030066,0
1106,290,2,49456416,1
1107,290,0,69019451,0
1108,289,1,71879581,0
1109,290,1,74822100,1
1110,291,1,42345840,1
1111,292,1,69259699,1
1112,295,3,62629914,1
1113,287,8,77524934,0
1114,283,4,59039545,0
1115,277,6,62597145,0
1116,278,1,29678860,1
1117,278,0,21521371,0
1118,281,3,46308645,1
1119,279,2,45155195,0
1120,283,4,68397777,1
1121,289,6,87672145,1
1122,287,2,57218693,0
1123,289,2,27425851,1
1124,286,3,33534923,0
1125,282,4,57224510,0
1126,284,2,43890997,1
1127,280,4,71188579,0
1128,274,6,46825111,0
1129,270,4,62823421,0
1130,272,2,28300885,1
1131,271,1,21746790,0
1132,267,4,47272754,0
1133,271,4,84141546,1
1134,268,3,49200985,0
1135,274,6,71948710,1
1136,289,15,111382987,1
1137,280,9,129278774,0
1138,284,4,56956901,1
1139,279,5,66529588,0
1140,283,4,114930767,1
1141,285,2,71337745,1
1142,282,3,49222597,0
1143,293,11,70907641,1
1144,297,4,144260259,1
1145,299,2,103642661,1
1146,314,15,135235846,1
1147,331,17,215998075,1
1148,326,5,234915017,0
1149,338,12,171845138,1
1150,364,26,239905434,1
1151,500,136,1178772839,1
1152,494,7,1326960760,0
1153,673,179,1243531292,1
1154,758,85,1883666726,1
