546 ,11.00,-1.97%,"32,282,255"
525 ,21.00,-3.85%,"53,396,573"
441 ,84.00,-16.00%,"153,343,294"
480 ,39.00,+8.84%,"189,877,447"
480 ,0,0.00%,"37,890,861"
464 ,16.00,-3.33%,"33,708,926"
506 ,42.00,+9.05%,"244,301,648"
526 ,20.00,+3.95%,"90,477,371"
526 ,0,0.00%,"71,701,673"
520 ,6.00,-1.14%,"50,236,675"
515 ,5.00,-0.96%,"36,692,382"
519 ,4.00,+0.78%,"25,437,834"
516 ,3.00,-0.58%,"16,601,895"
512 ,4.00,-0.78%,"24,020,019"
521 ,9.00,+1.76%,"52,394,261"
515 ,6.00,-1.15%,"29,569,915"
516 ,1.00,+0.19%,"20,435,016"
517 ,1.00,+0.19%,"17,395,019"
515 ,2.00,-0.39%,"9,512,961"
518 ,3.00,+0.58%,"8,496,678"
497 ,21.00,-4.05%,"37,909,892"
504 ,7.00,+1.41%,"17,356,544"
510 ,6.00,+1.19%,"20,946,736"
516 ,6.00,+1.18%,"11,821,618"
517 ,1.00,+0.19%,"19,622,832"
512 ,5.00,-0.97%,"12,856,636"
523 ,11.00,+2.15%,"43,209,612"
557 ,34.00,+6.50%,"97,985,455"
615 ,58.00,+10.41%,"305,864,346"
599 ,16.00,-2.60%,"88,577,654"
559 ,40.00,-6.68%,"92,932,447"
569 ,10.00,+1.79%,"64,119,492"
573 ,4.00,+0.70%,"24,522,866"
573 ,0,0.00%,"23,570,042"
590 ,17.00,+2.97%,"57,859,951"
581 ,9.00,-1.53%,"44,389,753"
555 ,26.00,-4.48%,"154,998,121"
555 ,0,0.00%,"199,033,115"
545 ,10.00,-1.80%,"70,971,194"
565 ,20.00,+3.67%,"57,695,451"
585 ,20.00,+3.54%,"111,036,220"
552 ,33.00,-5.64%,"247,634,739"
503 ,49.00,-8.88%,"363,186,239"
513 ,10.00,+1.99%,"165,570,458"
485 ,28.00,-5.46%,"55,531,051"
470 ,15.00,-3.09%,"135,874,431"
434 ,36.00,-7.66%,"91,110,906"
431 ,3.00,-0.69%,"334,004,063"
411 ,20.00,-4.64%,"228,643,406"
412 ,1.00,+0.24%,"100,116,300"
440 ,28.00,+6.80%,"148,576,029"
429 ,11.00,-2.50%,"98,843,919"
411 ,18.00,-4.20%,"69,311,539"
419 ,8.00,+1.95%,"49,600,588"
417 ,2.00,-0.48%,"38,802,821"
394 ,23.00,-5.52%,"49,483,780"
398 ,4.00,+1.02%,"74,180,907"
383 ,15.00,-3.77%,"42,750,133"
350 ,33.00,-8.62%,"83,568,029"
342 ,8.00,-2.29%,"104,919,854"
345 ,3.00,+0.88%,"72,102,792"
351 ,6.00,+1.74%,"65,386,849"
339 ,12.00,-3.42%,"41,067,472"
339 ,0,0.00%,"51,752,413"
344 ,5.00,+1.47%,"36,947,460"
337 ,7.00,-2.03%,"26,984,018"
325 ,12.00,-3.56%,"31,210,387"
320 ,5.00,-1.54%,"21,085,526"
323 ,3.00,+0.94%,"30,997,904"
365 ,42.00,+13.00%,"102,776,465"
391 ,26.00,+7.12%,"166,530,523"
388 ,3.00,-0.77%,"310,853,955"
418 ,30.00,+7.73%,"294,844,583"
400 ,18.00,-4.31%,"215,914,783"
404 ,4.00,+1.00%,"71,077,813"
414 ,10.00,+2.48%,"115,845,377"
454 ,40.00,+9.66%,"640,291,953"
426 ,28.00,-6.17%,"341,043,354"
424 ,2.00,-0.47%,"176,637,949"
386 ,38.00,-8.96%,"103,338,366"
419 ,33.00,+8.55%,"232,635,470"
403 ,16.00,-3.82%,"144,733,135"
411 ,8.00,+1.99%,"82,160,400"
396 ,15.00,-3.65%,"69,444,555"
407 ,11.00,+2.78%,"60,959,741"
416 ,9.00,+2.21%,"86,523,283"
401 ,15.00,-3.61%,"56,615,272"
401 ,0,0.00%,"47,206,633"
397 ,4.00,-1.00%,"39,210,237"
408 ,11.00,+2.77%,"54,990,214"
407 ,1.00,-0.25%,"90,482,944"
408 ,1.00,+0.25%,"61,642,843"
410 ,2.00,+0.49%,"54,606,059"
370 ,40.00,-9.76%,"228,668,386"
372 ,2.00,+0.54%,"78,234,138"
372 ,0,0.00%,"37,116,776"
354 ,18.00,-4.84%,"58,599,889"
373 ,19.00,+5.37%,"77,628,946"
365 ,8.00,-2.14%,"50,909,489"
368 ,3.00,+0.82%,"43,823,141"
366 ,2.00,-0.54%,"38,870,927"
361 ,5.00,-1.37%,"30,667,385"
367 ,6.00,+1.66%,"45,791,846"
356 ,11.00,-3.00%,"42,005,296"
357 ,1.00,+0.28%,"29,108,626"
358 ,1.00,+0.28%,"45,763,652"
353 ,5.00,-1.40%,"23,740,077"
352 ,1.00,-0.28%,"20,852,456"
348 ,4.00,-1.14%,"27,446,538"
348 ,0,0.00%,"20,613,165"
341 ,7.00,-2.01%,"23,529,244"
325 ,16.00,-4.69%,"67,288,598"
319 ,6.00,-1.85%,"36,604,547"
354 ,35.00,+10.97%,"179,706,635"
340 ,14.00,-3.95%,"218,244,888"
338 ,2.00,-0.59%,"86,653,944"
342 ,4.00,+1.18%,"43,082,121"
333 ,9.00,-2.63%,"36,504,384"
331 ,2.00,-0.60%,"38,643,796"
332 ,1.00,+0.30%,"39,343,994"
322 ,10.00,-3.01%,"46,547,379"
324 ,2.00,+0.62%,"33,811,358"
342 ,18.00,+5.56%,"101,338,017"
341 ,1.00,-0.29%,"48,963,609"
338 ,3.00,-0.88%,"52,411,068"
332 ,6.00,-1.78%,"33,044,375"
335 ,3.00,+0.90%,"37,970,446"
335 ,0,0.00%,"45,571,134"
335 ,0,0.00%,"23,877,560"
334 ,1.00,-0.30%,"46,295,027"
332 ,2.00,-0.60%,"38,277,321"
333 ,1.00,+0.30%,"63,419,118"
349 ,16.00,+4.80%,"137,662,371"
351 ,2.00,+0.57%,"260,310,875"
360 ,9.00,+2.56%,"90,070,112"
352 ,8.00,-2.22%,"62,606,872"
352 ,0,0.00%,"32,406,439"
361 ,9.00,+2.56%,"50,031,814"
332 ,29.00,-8.03%,"180,128,638"
363 ,31.00,+9.34%,"162,602,123"
352 ,11.00,-3.03%,"123,365,452"
347 ,5.00,-1.42%,"63,441,613"
350 ,3.00,+0.86%,"52,507,959"
351 ,1.00,+0.29%,"49,700,139"
349 ,2.00,-0.57%,"24,693,194"
346 ,3.00,-0.86%,"18,010,858"
338 ,8.00,-2.31%,"39,100,797"
347 ,9.00,+2.66%,"39,837,032"
349 ,2.00,+0.58%,"44,413,542"
347 ,2.00,-0.57%,"29,996,244"
342 ,5.00,-1.44%,"38,483,138"
346 ,4.00,+1.17%,"68,053,024"
346 ,0,0.00%,"57,165,065"
347 ,1.00,+0.29%,"63,212,213"
345 ,2.00,-0.58%,"45,913,686"
350 ,5.00,+1.45%,"143,144,875"
348 ,2.00,-0.57%,"70,023,414"
350 ,2.00,+0.57%,"40,044,500"
353 ,3.00,+0.86%,"65,825,821"
350 ,3.00,-0.85%,"24,307,044"
351 ,1.00,+0.29%,"51,612,222"
352 ,1.00,+0.28%,"45,237,335"
356 ,4.00,+1.14%,"92,432,936"
350 ,6.00,-1.69%,"94,566,398"
350 ,0,0.00%,"55,949,706"
351 ,1.00,+0.29%,"42,162,908"
350 ,1.00,-0.28%,"30,180,866"
345 ,5.00,-1.43%,"49,333,510"
345 ,0,0.00%,"47,199,040"
348 ,3.00,+0.87%,"48,841,411"
346 ,2.00,-0.57%,"35,567,307"
347 ,1.00,+0.29%,"77,154,448"
352 ,5.00,+1.44%,"128,689,410"
350 ,2.00,-0.57%,"39,869,345"
355 ,5.00,+1.43%,"61,940,120"
390 ,35.00,+9.86%,"308,080,040"
388 ,2.00,-0.51%,"352,343,311"
375 ,13.00,-3.35%,"154,576,532"
412 ,37.00,+9.87%,"393,414,895"
405 ,7.00,-1.70%,"122,123,985"
413 ,8.00,+1.98%,"111,506,052"
414 ,1.00,+0.24%,"128,272,859"
405 ,9.00,-2.17%,"59,862,728"
411 ,6.00,+1.48%,"77,430,009"
382 ,29.00,-7.06%,"175,732,186"
377 ,5.00,-1.31%,"113,454,469"
378 ,1.00,+0.27%,"82,536,753"
381 ,3.00,+0.79%,"53,984,269"
371 ,10.00,-2.62%,"80,435,170"
376 ,5.00,+1.35%,"62,104,787"
386 ,10.00,+2.66%,"134,409,086"
387 ,1.00,+0.26%,"104,206,090"
381 ,6.00,-1.55%,"51,941,832"
379 ,2.00,-0.52%,"33,482,674"
373 ,6.00,-1.58%,"54,334,414"
376 ,3.00,+0.80%,"79,158,821"
374 ,2.00,-0.53%,"63,682,574"
355 ,19.00,-5.08%,"151,359,480"
341 ,14.00,-3.94%,"117,170,574"
351 ,10.00,+2.93%,"91,026,119"
345 ,6.00,-1.71%,"38,196,839"
346 ,1.00,+0.29%,"30,126,333"
338 ,8.00,-2.31%,"60,410,304"
355 ,17.00,+5.03%,"106,119,793"
349 ,6.00,-1.69%,"45,593,901"
349 ,0,0.00%,"31,940,899"
353 ,4.00,+1.15%,"82,524,371"
350 ,3.00,-0.85%,"75,059,796"
348 ,2.00,-0.57%,"25,647,725"
349 ,1.00,+0.29%,"43,133,375"
344 ,5.00,-1.43%,"57,432,025"
347 ,3.00,+0.87%,"34,591,443"
346 ,1.00,-0.29%,"42,322,205"
351 ,5.00,+1.45%,"59,971,473"
375 ,24.00,+6.84%,"298,291,991"
363 ,12.00,-3.20%,"237,871,868"
382 ,19.00,+5.23%,"283,696,993"
484 ,102,+26.70%,"1,446,376,672"
538 ,54.00,+11.16%,"966,524,894"
504 ,34.00,-6.32%,"878,401,969"
468 ,36.00,-7.14%,"718,094,685"
451 ,17.00,-3.63%,"267,143,432"
497 ,46.00,+10.20%,"455,665,030"
479 ,18.00,-3.62%,"289,531,335"
475 ,4.00,-0.84%,"212,070,072"
453 ,22.00,-4.63%,"237,141,366"
457 ,4.00,+0.88%,"188,034,864"
460 ,3.00,+0.66%,"162,479,167"
460 ,0,0.00%,"76,855,478"
484 ,24.00,+5.22%,"161,454,446"
513 ,29.00,+5.99%,"479,938,702"
531 ,18.00,+3.51%,"411,205,150"
528 ,3.00,-0.56%,"296,235,869"
510 ,18.00,-3.41%,"485,365,530"
531 ,21.00,+4.12%,"233,464,145"
519 ,12.00,-2.26%,"114,973,324"
534 ,15.00,+2.89%,"109,179,640"
513 ,21.00,-3.93%,"374,962,538"
491 ,22.00,-4.29%,"328,083,603"
493 ,2.00,+0.41%,"192,901,954"
510 ,17.00,+3.45%,"237,478,487"
511 ,1.00,+0.20%,"153,614,500"
502 ,9.00,-1.76%,"73,845,249"
478 ,24.00,-4.78%,"133,634,697"
488 ,10.00,+2.09%,"125,994,544"
477 ,11.00,-2.25%,"78,018,680"
484 ,7.00,+1.47%,"81,373,023"
483 ,1.00,-0.21%,"82,307,564"
487 ,4.00,+0.83%,"68,724,629"
488 ,1.00,+0.21%,"75,184,518"
511 ,23.00,+4.71%,"192,526,193"
531 ,20.00,+3.91%,"179,926,679"
512 ,19.00,-3.58%,"157,905,605"
519 ,7.00,+1.37%,"66,372,177"
512 ,7.00,-1.35%,"95,753,197"
524 ,12.00,+2.34%,"126,110,360"
551 ,27.00,+5.15%,"439,438,548"
547 ,4.00,-0.73%,"154,593,142"
552 ,5.00,+0.91%,"121,655,307"
553 ,1.00,+0.18%,"144,949,481"
566 ,13.00,+2.35%,"475,019,891"
508 ,58.00,-10.25%,"380,697,306"
525 ,17.00,+3.35%,"181,375,810"
522 ,3.00,-0.57%,"123,782,261"
495 ,27.00,-5.17%,"101,449,725"
499 ,4.00,+0.81%,"179,641,373"
486 ,13.00,-2.61%,"166,747,082"
490 ,4.00,+0.82%,"106,445,721"
469 ,21.00,-4.29%,"79,052,472"
